"","state","start_date","end_date","sample_size","answer","pct","pollster","transparency_score","Per.Capita.Disposable.Income..ACS.","One.Year.Change.Unemployment.Rate..BLS.","X4.Year.Change.Unemployment..BLS.","Percentage.Below.the.Poverty.Level..ACS.","X2020.Electoral.Result","edu_expenditure","house_price","fivethirtyeight_dem","fivethirtyeight_rep","feelingtherm_dem","feelingtherm_rep","affectivepolarization","State.Ideology","Immig_feeling_avg","harris_disbursement","trump_disbursement","White_population","Nonwhite_population","Age","Male","Female","Religion_Evan"
"2060","Nevada",2024-08-30,2024-09-08,516,"Harris",47.58,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2061","Nevada",2024-08-30,2024-09-08,516,"Trump",48.45,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2062","Nevada",2024-09-01,2024-09-03,788,"Harris",46.8,"Patriot Polling",5,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2063","Nevada",2024-09-01,2024-09-03,788,"Trump",47,"Patriot Polling",5,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2064","Nevada",2024-08-29,2024-08-31,800,"Harris",46.5,"InsiderAdvantage",5,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2065","Nevada",2024-08-29,2024-08-31,800,"Trump",47.9,"InsiderAdvantage",5,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2066","Nevada",2024-08-23,2024-08-29,626,"Harris",48,"CNN/SSRS",10,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2067","Nevada",2024-08-23,2024-08-29,626,"Trump",47,"CNN/SSRS",10,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2068","Nevada",2024-08-25,2024-08-28,1168,"Harris",49.4,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2069","Nevada",2024-08-25,2024-08-28,1168,"Trump",48.8,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2070","Nevada",2024-08-25,2024-08-28,490,"Harris",47,"Redfield & Wilton Strategies",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2071","Nevada",2024-08-25,2024-08-28,490,"Trump",47,"Redfield & Wilton Strategies",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2072","Nevada",2024-08-23,2024-08-26,1026,"Harris",48,"Beacon/Shaw",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2073","Nevada",2024-08-23,2024-08-26,1026,"Trump",46,"Beacon/Shaw",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2074","Nevada",2024-08-23,2024-08-26,1026,"Harris",50,"Beacon/Shaw",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2075","Nevada",2024-08-23,2024-08-26,1026,"Trump",48,"Beacon/Shaw",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2076","Nevada",2024-08-23,2024-08-26,450,"Harris",48,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2077","Nevada",2024-08-23,2024-08-26,450,"Trump",45,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2078","Nevada",2024-08-23,2024-08-26,450,"Harris",49,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2079","Nevada",2024-08-23,2024-08-26,450,"Trump",45,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2080","Nevada",2024-08-23,2024-08-26,416,"Harris",48,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2081","Nevada",2024-08-23,2024-08-26,416,"Trump",46,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2082","Nevada",2024-08-23,2024-08-26,416,"Harris",50,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2083","Nevada",2024-08-23,2024-08-26,416,"Trump",46,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2084","Nevada",2024-08-06,2024-08-16,678,"Harris",53.7,"Focaldata",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2085","Nevada",2024-08-06,2024-08-16,678,"Trump",46.3,"Focaldata",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2086","Nevada",2024-08-06,2024-08-16,678,"Harris",49,"Focaldata",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2087","Nevada",2024-08-06,2024-08-16,678,"Trump",39,"Focaldata",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2088","Nevada",2024-08-06,2024-08-16,NA,"Harris",49,"Focaldata",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2089","Nevada",2024-08-06,2024-08-16,NA,"Trump",39,"Focaldata",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2090","Nevada",2024-08-06,2024-08-16,678,"Harris",47.8,"Focaldata",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2091","Nevada",2024-08-06,2024-08-16,678,"Trump",42.4,"Focaldata",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2092","Nevada",2024-08-12,2024-08-15,677,"Harris",46,"Siena/NYT",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2093","Nevada",2024-08-12,2024-08-15,677,"Trump",48,"Siena/NYT",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2094","Nevada",2024-08-12,2024-08-15,677,"Harris",47,"Siena/NYT",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2095","Nevada",2024-08-12,2024-08-15,677,"Trump",48,"Siena/NYT",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2096","Nevada",2024-08-12,2024-08-15,677,"Harris",42,"Siena/NYT",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2097","Nevada",2024-08-12,2024-08-15,677,"Trump",45,"Siena/NYT",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2098","Nevada",2024-08-12,2024-08-15,677,"Harris",44,"Siena/NYT",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2099","Nevada",2024-08-12,2024-08-15,677,"Trump",46,"Siena/NYT",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2100","Nevada",2024-08-12,2024-08-15,536,"Harris",42,"Redfield & Wilton Strategies",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2101","Nevada",2024-08-12,2024-08-15,536,"Trump",43,"Redfield & Wilton Strategies",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2102","Nevada",2024-08-07,2024-08-14,350,"Harris",48,"Strategies 360",5,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2103","Nevada",2024-08-07,2024-08-14,350,"Trump",42,"Strategies 360",5,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2104","Nevada",2024-08-06,2024-08-08,1087,"Harris",44.8,"Trafalgar Group",4,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2105","Nevada",2024-08-06,2024-08-08,1087,"Trump",48.2,"Trafalgar Group",4,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2106","Nevada",2024-07-31,2024-08-03,470,"Harris",40,"Redfield & Wilton Strategies",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2107","Nevada",2024-07-31,2024-08-03,470,"Trump",40,"Redfield & Wilton Strategies",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2108","Nevada",2024-07-26,2024-08-02,403,"Harris",42,"Benenson Strategy Group/GS Strategy Group",0,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2109","Nevada",2024-07-26,2024-08-02,403,"Trump",47,"Benenson Strategy Group/GS Strategy Group",0,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2110","Nevada",2024-07-26,2024-08-02,403,"Harris",45,"Benenson Strategy Group/GS Strategy Group",0,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2111","Nevada",2024-07-26,2024-08-02,403,"Trump",48,"Benenson Strategy Group/GS Strategy Group",0,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2112","Nevada",2024-07-23,2024-07-29,400,"Harris",45,"Public Opinion Strategies",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2113","Nevada",2024-07-23,2024-07-29,400,"Trump",46,"Public Opinion Strategies",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2114","Nevada",2024-07-24,2024-07-28,454,"Harris",43,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2115","Nevada",2024-07-24,2024-07-28,454,"Trump",43,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2116","Nevada",2024-07-24,2024-07-28,454,"Harris",47,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2117","Nevada",2024-07-24,2024-07-28,454,"Trump",45,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2118","Nevada",2024-07-22,2024-07-24,435,"Harris",43,"Redfield & Wilton Strategies",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2119","Nevada",2024-07-22,2024-07-24,435,"Trump",45,"Redfield & Wilton Strategies",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2120","Nevada",2024-07-16,2024-07-18,412,"Biden",41,"Redfield & Wilton Strategies",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2121","Nevada",2024-07-16,2024-07-18,412,"Trump",44,"Redfield & Wilton Strategies",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2122","Nevada",2024-07-15,2024-07-16,1000,"Biden",40.9,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2123","Nevada",2024-07-15,2024-07-16,1000,"Trump",45.6,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2124","Nevada",2024-07-15,2024-07-16,1000,"Biden",40,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2125","Nevada",2024-07-15,2024-07-16,1000,"Trump",42.9,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2126","Nevada",2024-07-15,2024-07-16,800,"Biden",42,"InsiderAdvantage",5,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2127","Nevada",2024-07-15,2024-07-16,800,"Trump",49,"InsiderAdvantage",5,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2128","Nevada",2024-07-15,2024-07-16,800,"Harris",40,"InsiderAdvantage",5,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2129","Nevada",2024-07-15,2024-07-16,800,"Trump",50,"InsiderAdvantage",5,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2130","Nevada",2024-07-01,2024-07-08,402,"Biden",41,"Echelon Insights",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2131","Nevada",2024-07-01,2024-07-08,402,"Trump",50,"Echelon Insights",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2132","Nevada",2024-07-01,2024-07-08,402,"Biden",35,"Echelon Insights",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2133","Nevada",2024-07-01,2024-07-08,402,"Trump",45,"Echelon Insights",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2134","Nevada",2024-07-01,2024-07-04,452,"Biden",39,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2135","Nevada",2024-07-01,2024-07-04,452,"Trump",45,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2136","Nevada",2024-07-01,2024-07-04,452,"Biden",45,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2137","Nevada",2024-07-01,2024-07-04,452,"Trump",48,"Morning Consult",3,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2138","Nevada",2024-06-30,2024-07-02,1000,"Biden",41,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2139","Nevada",2024-06-30,2024-07-02,1000,"Trump",47,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2140","Nevada",2024-06-29,2024-07-01,601,"Biden",40,"Remington",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2141","Nevada",2024-06-29,2024-07-01,601,"Trump",47,"Remington",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2142","Nevada",2024-06-28,2024-07-01,817,"Biden",39,"National Public Affairs",2,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2143","Nevada",2024-06-28,2024-07-01,817,"Trump",49,"National Public Affairs",2,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2144","Nevada",2024-06-28,2024-07-01,817,"Biden",33,"National Public Affairs",2,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2145","Nevada",2024-06-28,2024-07-01,817,"Trump",42,"National Public Affairs",2,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2146","Nevada",2024-06-11,2024-06-20,650,"Biden",37,"P2 Insights",1,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2147","Nevada",2024-06-11,2024-06-20,650,"Trump",40,"P2 Insights",1,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2148","Nevada",2024-06-13,2024-06-18,1000,"Biden",50.3,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2149","Nevada",2024-06-13,2024-06-18,1000,"Trump",49.7,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2150","Nevada",2024-06-13,2024-06-18,1000,"Biden",39.1,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2151","Nevada",2024-06-13,2024-06-18,1000,"Trump",42.1,"Emerson",7,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2152","Nevada",2024-06-12,2024-06-18,600,"Biden",45,"Fabrizio/Impact",2,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2153","Nevada",2024-06-12,2024-06-18,600,"Trump",48,"Fabrizio/Impact",2,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2154","Nevada",2024-06-12,2024-06-18,600,"Biden",37,"Fabrizio/Impact",2,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2155","Nevada",2024-06-12,2024-06-18,600,"Trump",44,"Fabrizio/Impact",2,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2156","Nevada",2024-06-01,2024-06-03,1069,"Biden",45,"Beacon/Shaw",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2157","Nevada",2024-06-01,2024-06-03,1069,"Trump",50,"Beacon/Shaw",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2158","Nevada",2024-06-01,2024-06-03,1069,"Biden",40,"Beacon/Shaw",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
"2159","Nevada",2024-06-01,2024-06-03,1069,"Trump",45,"Beacon/Shaw",9,57934,-0.1,1,0.12,1,11471,371574,46.6632353,45.5317647,47.61055,39.42965,8.1809,2,1.33333333,1402548.83,462095.59,0.48,0.47,38.2,0.5,0.5,0.07
